"Age","Total","Visual","Auditory","Touch","smellTaste","Movement","multiSensory","Gender","Country","Smell","Region"
"20-35",-32,-6,-9,-2,-3,-3,-9,"Female","South Africa",-4,"southAfrica"
"<20",16,-2,6,2,-1,3,8,"Female","South Africa",-2,"southAfrica"
"20-35",-30,-10,-8,-5,-4,1,-4,"Female","South Africa",-4,"southAfrica"
"35-50",-23,-4,-5,-4,0,-6,-4,"Female","South Africa",2,"southAfrica"
"35-50",-6,-2,-5,4,-3,0,0,"Female","South Africa",-3,"southAfrica"
"20-35",20,1,5,4,-1,5,6,"Male","South Africa",-2,"southAfrica"
"35-50",0,-1,-5,3,-2,3,2,"Female","South Africa",-2,"southAfrica"
"<20",-1,0,-3,0,-3,1,4,"Male","South Africa",0,"southAfrica"
"35-50",-25,-4,-6,-5,-3,-1,-6,"Female","South Africa",-1,"southAfrica"
"35-50",-21,-2,-7,-1,-6,-2,-3,"Female","South Africa",-4,"southAfrica"
"50+",-26,-4,-3,-4,-2,-5,-8,"Male","South Africa",-1,"southAfrica"
"<20",19,0,5,7,-1,4,4,"Female","South Africa",-1,"southAfrica"
"20-35",1,-4,1,-2,7,-3,2,"Male","South Africa",3,"southAfrica"
NA,7,2,3,5,-2,0,-1,"Female","South Africa",0,"southAfrica"
"<20",3,1,0,-3,1,4,0,"Female","South Africa",2,"southAfrica"
"35-50",-13,-2,-6,-3,-1,1,-2,"Female","Australia",-2,"AustrNZ"
"50+",12,1,-2,3,6,2,2,"Male","South Africa",4,"southAfrica"
"20-35",12,0,6,-2,4,1,3,"Female","South Africa",3,"southAfrica"
"20-35",0,-6,-2,6,0,2,0,"Female","South Africa",2,"southAfrica"
"35-50",-8,1,-5,-2,1,0,-3,"Female","South Africa",1,"southAfrica"
"35-50",-17,0,-5,0,-6,-2,-4,"Female","South Africa",-2,"southAfrica"
"35-50",-22,-8,-8,3,0,-6,-3,"Female","South Africa",0,"southAfrica"
"50+",14,1,0,8,1,5,-1,"Female","South Africa",-1,"southAfrica"
"20-35",2,1,-6,6,4,-4,1,"Female","South Africa",2,"southAfrica"
"20-35",7,-3,-5,1,7,2,5,"Male","South Africa",5,"southAfrica"
"20-35",-32,-4,-6,-8,-7,1,-8,"Female","South Africa",-3,"southAfrica"
"20-35",-18,-4,-5,-1,-2,-5,-1,"Male","South Africa",-1,"southAfrica"
NA,-10,-3,-6,0,2,0,-3,"Male","South Africa",-1,"southAfrica"
"<20",13,2,3,2,1,2,3,"Female","South Africa",-1,"southAfrica"
"20-35",-8,-1,-4,-4,0,1,0,"Female","South Africa",0,"southAfrica"
"<20",-30,-8,-5,-8,-2,-3,-4,"Male","South Africa",1,"southAfrica"
"<20",-22,-3,-5,-2,-3,-6,-3,"Female","South Africa",-2,"southAfrica"
"35-50",-10,2,-4,-3,0,0,-5,"Female","South Africa",-2,"southAfrica"
"20-35",-14,-4,-1,-6,-6,5,-2,"Female","South Africa",-4,"southAfrica"
"50+",6,0,-5,4,3,6,-2,"Male","Canada",4,"northAmerica"
"20-35",2,0,-5,3,3,0,1,"Female","South Africa",3,"southAfrica"
"35-50",-10,1,-4,-7,4,-2,-2,"Male","South Africa",3,"southAfrica"
"<20",8,0,5,1,-5,3,4,"Female","South Africa",-1,"southAfrica"
"35-50",-9,-7,-3,4,1,0,-4,"Female","South Africa",1,"southAfrica"
"35-50",-16,-4,-7,-3,3,-2,-3,"Male","Australia",0,"AustrNZ"
"50+",-20,-2,-7,-3,-1,-3,-4,"Female","United Kingdom",-3,"UKireland"
"20-35",2,-1,-1,-4,4,3,1,"Other","Australia",2,"AustrNZ"
"35-50",19,3,0,2,3,4,7,"Female","South Africa",1,"southAfrica"
"35-50",-9,2,-2,-4,1,-2,-4,"Female","South Africa",-1,"southAfrica"
"<20",-1,4,-2,-2,-1,1,-1,"Male","South Africa",1,"southAfrica"
"20-35",-23,-6,-2,-9,-1,1,-6,"Female","South Africa",-2,"southAfrica"
"20-35",-23,-4,-6,-2,-3,-2,-6,"Female","South Africa",-2,"southAfrica"
"35-50",5,1,-2,4,3,1,-2,"Female","South Africa",3,"southAfrica"
"<20",-8,-1,-5,-2,-4,4,0,"Male","South Africa",0,"southAfrica"
"50+",-14,-3,-8,-3,7,-5,-2,"Male","South Africa",4,"southAfrica"
"50+",-2,0,-3,1,3,0,-3,"Female","South Africa",1,"southAfrica"
NA,-8,2,3,-5,-3,-3,-2,"Male","South Africa",-1,"southAfrica"
"20-35",5,2,1,-3,1,6,-2,"Female","South Africa",1,"southAfrica"
"20-35",7,4,0,3,-2,-2,4,"Female","South Africa",0,"southAfrica"
"50+",-11,-3,-2,-3,-1,-5,3,"Female","South Africa",-3,"southAfrica"
NA,10,0,0,1,-2,7,4,"Female","South Africa",0,"southAfrica"
"35-50",-7,0,-6,1,-4,2,0,"Female","South Africa",-2,"southAfrica"
"<20",-31,-6,-2,-8,-9,-2,-4,"Female","South Africa",-5,"southAfrica"
"20-35",-5,2,-6,1,-3,4,-3,"Female","South Africa",-3,"southAfrica"
"20-35",-13,-5,-3,-1,1,-3,-2,"Female","South Africa",0,"southAfrica"
"50+",-4,-2,-4,4,0,-1,-1,"Female","South Africa",-1,"southAfrica"
"<20",-12,-5,-3,0,-1,0,-3,"Female","South Africa",0,"southAfrica"
"35-50",-16,-2,-1,-5,-5,-6,3,"Female","South Africa",-1,"southAfrica"
"20-35",-2,3,-5,1,4,1,-6,"Female","South Africa",3,"southAfrica"
"35-50",-33,-5,-6,-6,-5,-5,-6,"Female","South Africa",-4,"southAfrica"
"20-35",-25,-6,-7,-4,-3,-4,-1,"Female","Canada",-4,"northAmerica"
"35-50",-9,3,-8,-1,-2,0,-1,"Male","South Africa",-2,"southAfrica"
"50+",-4,-1,0,4,-2,-5,0,"Female","South Africa",-1,"southAfrica"
"35-50",-15,-2,-1,-3,-3,-7,1,"Male","South Africa",-3,"southAfrica"
"<20",-22,-5,-6,-7,-1,2,-5,"Female","South Africa",-2,"southAfrica"
"20-35",-28,-6,-4,-7,-8,1,-4,"Male","United Kingdom",-4,"UKireland"
"50+",25,5,-1,7,4,5,5,"Female","South Africa",3,"southAfrica"
"20-35",12,-1,2,2,1,6,2,"Male","South Africa",0,"southAfrica"
"20-35",-7,-3,-4,1,0,0,-1,"Female","South Africa",-2,"southAfrica"
"35-50",-8,1,-6,1,-4,-3,3,"Female","South Africa",-4,"southAfrica"
"35-50",8,-1,-2,8,2,2,-1,"Female","South Africa",0,"southAfrica"
"35-50",14,2,-3,7,8,0,0,"Female","South Africa",5,"southAfrica"
"20-35",-17,-4,-2,0,0,-8,-3,"Male","South Africa",0,"southAfrica"
"<20",-21,-3,-3,-5,-5,-1,-4,"Female","South Africa",-4,"southAfrica"
"50+",-14,1,-7,-2,1,-6,-1,"Female","Canada",2,"northAmerica"
NA,-13,-2,-5,2,2,-5,-5,"Female","South Africa",1,"southAfrica"
"<20",-9,-4,1,-4,-1,1,-2,"Female","South Africa",1,"southAfrica"
"<20",-16,-5,-6,-5,-5,7,-2,"Female","South Africa",-4,"southAfrica"
"35-50",8,1,1,6,0,-1,1,"Male","South Africa",-1,"southAfrica"
"50+",-28,-4,-7,-3,-5,-6,-3,"Female","South Africa",-2,"southAfrica"
"35-50",13,3,-4,9,5,-2,2,"Female","South Africa",4,"southAfrica"
"20-35",-22,-5,-4,-1,-6,-6,0,"Female","South Africa",-3,"southAfrica"
"20-35",15,-2,-3,8,3,4,5,"Male","South Africa",0,"southAfrica"
"<20",24,4,2,6,1,5,6,"Female","South Africa",0,"southAfrica"
"20-35",-18,-5,-4,-5,-3,0,-1,"Female","Australia",-3,"AustrNZ"
"35-50",9,-1,1,5,0,0,4,"Female","South Africa",0,"southAfrica"
"20-35",-19,-4,0,2,-5,-5,-7,"Male","South Africa",-2,"southAfrica"
"20-35",10,7,-2,5,0,-2,2,"Female","South Africa",1,"southAfrica"
"35-50",-3,-4,0,3,2,-2,-2,"Male","South Africa",0,"southAfrica"
"35-50",-11,1,-3,-4,0,-2,-3,"Female","South Africa",1,"southAfrica"
"20-35",-12,-4,2,3,-4,-7,-2,"Female","South Africa",-2,"southAfrica"
"35-50",-27,-4,-6,-7,-5,0,-5,"Female","South Africa",-2,"southAfrica"
"20-35",-41,-6,-7,-7,-10,-6,-5,"Female","South Africa",-5,"southAfrica"
"20-35",7,5,4,-4,-4,3,3,"Male","South Africa",-2,"southAfrica"
"20-35",-9,0,-1,-6,2,-2,-2,"Male","South Africa",4,"southAfrica"
"35-50",-2,-1,3,1,3,-5,-3,"Male","South Africa",2,"southAfrica"
"35-50",-37,-5,-5,-10,-8,-5,-4,"Male","South Africa",-4,"southAfrica"
"20-35",-7,-2,0,-1,0,-3,-1,"Female","South Africa",-1,"southAfrica"
"50+",-17,-4,-7,5,-3,-4,-4,"Male","United Kingdom",1,"UKireland"
"35-50",11,1,-2,5,4,-1,4,"Male","South Africa",2,"southAfrica"
"<20",28,6,4,3,5,8,2,"Male","South Africa",3,"southAfrica"
"20-35",0,-4,-7,10,3,1,-3,"Female","South Africa",1,"southAfrica"
NA,-14,-3,-2,-4,0,-3,-2,"Female","South Africa",0,"southAfrica"
"20-35",-7,-5,4,-5,5,-5,-1,"Female","Canada",4,"northAmerica"
"35-50",1,-2,-4,5,4,-2,0,"Female","South Africa",2,"southAfrica"
NA,-2,-1,-3,2,2,-1,-1,"Male","Namibia",2,"Africa"
"20-35",-17,-3,-4,3,-2,-8,-3,"Female","South Africa",-3,"southAfrica"
"35-50",-4,-4,-2,-3,2,1,2,"Female","South Africa",1,"southAfrica"
"50+",5,0,-2,4,-1,2,2,"Male","South Africa",-1,"southAfrica"
NA,-16,-4,-6,0,-3,-1,-2,"Female","South Africa",0,"southAfrica"
"35-50",13,1,2,1,2,3,4,"Male","Zimbabwe",0,"Africa"
"20-35",-5,0,-1,-4,4,-3,-1,"Female","South Africa",0,"southAfrica"
"20-35",-8,-2,-3,0,-4,-1,2,"Female","South Africa",-1,"southAfrica"
NA,7,-1,6,4,1,-4,1,"Male","South Africa",1,"southAfrica"
"50+",4,-1,4,-4,3,-2,4,"Female","South Africa",1,"southAfrica"
"20-35",-1,-1,0,0,-4,2,2,"Male","Zambia",-3,"Africa"
"20-35",-22,-3,-9,-4,1,-2,-5,"Female","South Africa",0,"southAfrica"
NA,-7,-4,-5,3,-4,5,-2,"Female","South Africa",-5,"southAfrica"
"20-35",11,0,5,5,-3,2,2,"Male","Zambia",-1,"Africa"
NA,6,2,-2,2,0,2,2,"Female","South Africa",-1,"southAfrica"
NA,18,-1,4,5,3,2,5,"Female","South Africa",1,"southAfrica"
"35-50",6,1,1,2,1,1,0,"Male","South Africa",0,"southAfrica"
"50+",19,3,2,6,3,1,4,"Male","Mozambique",2,"Africa"
NA,27,5,4,6,2,4,6,"Male","Angola",1,"Africa"
"35-50",13,-1,6,6,1,2,-1,"Male","South Africa",1,"southAfrica"
"35-50",-6,-2,-7,0,1,-2,4,"Male","South Africa",-2,"southAfrica"
"35-50",-25,-3,-3,-6,-6,-2,-5,"Male","South Africa",-2,"southAfrica"
"35-50",18,4,3,4,4,-2,5,"Female","South Africa",3,"southAfrica"
"20-35",-11,0,-4,-2,2,-5,-2,"Female","South Africa",1,"southAfrica"
"35-50",18,3,3,7,3,-1,3,"Male","South Africa",3,"southAfrica"
NA,-4,-5,-5,0,9,-3,0,"Male","South Africa",5,"southAfrica"
NA,11,4,5,-3,3,-1,3,"Male","South Africa",1,"southAfrica"
"50+",3,0,1,1,0,4,-3,"Male","South Africa",0,"southAfrica"
NA,-7,0,-6,-3,0,-1,3,"Male","Botswana",-3,"Africa"
"50+",-13,-2,-3,3,-5,-4,-2,"Female","South Africa",-2,"southAfrica"
"35-50",19,3,5,0,3,3,5,"Female","South Africa",1,"southAfrica"
"35-50",15,1,0,2,3,4,5,"Male","Angola",3,"Africa"
NA,4,-3,2,1,2,2,0,"Female","South Africa",0,"southAfrica"
NA,19,0,2,4,2,6,5,"Female","South Africa",0,"southAfrica"
"35-50",7,0,2,3,1,-1,2,"Female","South Africa",-1,"southAfrica"
"20-35",-6,-2,-1,-4,-3,1,3,"Female","South Africa",-1,"southAfrica"
"20-35",-22,-5,-6,-4,-4,0,-3,"Female","South Africa",-3,"southAfrica"
"50+",-30,-6,-7,-7,-7,0,-3,"Female","South Africa",-3,"southAfrica"
"<20",1,2,-2,-4,-1,5,1,"Male","South Africa",-3,"southAfrica"
"20-35",-23,-4,-9,-3,-1,-2,-4,"Female","South Africa",2,"southAfrica"
"20-35",-36,-9,-8,-6,-3,-5,-5,"Other","South Africa",-1,"southAfrica"
"20-35",4,4,-3,-1,4,-1,1,"Female","South Africa",3,"southAfrica"
"50+",-22,-3,-7,-6,-2,2,-6,"Female","South Africa",-1,"southAfrica"
"20-35",-15,-4,-4,-6,-5,5,-1,"Male","South Africa",-2,"southAfrica"
"35-50",9,0,6,-1,3,-4,5,"Female","South Africa",2,"southAfrica"
NA,-12,-4,-4,-2,-1,0,-1,"Male","South Africa",-2,"southAfrica"
"20-35",-5,-1,-2,-1,0,-2,1,"Male","South Africa",0,"southAfrica"
"20-35",2,-1,-2,0,4,3,-2,"Female","South Africa",2,"southAfrica"
"50+",-14,-7,-7,-2,3,2,-3,"Male","South Africa",1,"southAfrica"
"35-50",-1,0,-2,-4,0,2,3,"Female","South Africa",0,"southAfrica"
"35-50",-14,-2,-8,5,-5,-1,-3,"Male","South Africa",-2,"southAfrica"
"35-50",-38,-4,-7,-8,-7,-8,-4,"Female","South Africa",-4,"southAfrica"
"35-50",-3,3,-7,0,-4,2,3,"Female","South Africa",-2,"southAfrica"
"50+",9,0,-3,6,1,2,3,"Female","South Africa",-1,"southAfrica"
"20-35",-5,-1,1,1,2,-4,-4,"Female","South Africa",2,"southAfrica"
"50+",0,0,-1,1,-2,1,1,"Female","South Africa",-3,"southAfrica"
"<20",-20,-6,-2,-1,-4,-4,-3,"Male","South Africa",-3,"southAfrica"
"20-35",13,3,4,1,3,3,-1,"Male","South Africa",1,"southAfrica"
"<20",-5,0,0,-4,-3,-1,3,"Female","South Africa",-2,"southAfrica"
"35-50",-20,-3,-3,-6,-1,-2,-5,"Female","United States",-1,"northAmerica"
"35-50",6,-1,2,3,0,-1,3,"Other","South Africa",-1,"southAfrica"
"20-35",-6,-2,-5,2,0,2,-3,"Male","South Africa",2,"southAfrica"
"35-50",-32,-8,-8,-8,-6,-2,0,"Female","South Africa",-5,"southAfrica"
"20-35",2,-2,-3,4,0,1,2,"Male","South Africa",2,"southAfrica"
"35-50",-6,1,-7,-4,2,-1,3,"Male","South Africa",0,"southAfrica"
"20-35",14,4,2,2,-3,3,6,"Female","South Africa",-1,"southAfrica"
"20-35",-11,1,-4,2,-3,-4,-3,"Female","South Africa",-3,"southAfrica"
"<20",-5,-3,4,-2,2,-5,-1,"Female","South Africa",2,"southAfrica"
"35-50",-24,-3,-5,-4,-2,-4,-6,"notSay","South Africa",-1,"southAfrica"
"20-35",-6,0,-1,2,2,-5,-4,"Female","South Africa",2,"southAfrica"
"<20",-17,-3,-3,-4,-3,-1,-3,"Female","South Africa",-1,"southAfrica"
NA,-29,-3,-6,-9,-7,-2,-2,"Female","United Kingdom",-2,"UKireland"
"35-50",16,7,6,-2,2,1,2,"Other","Australia",5,"AustrNZ"
NA,-2,-5,-7,3,4,2,1,"notSay","South Africa",2,"southAfrica"
"<20",-29,-7,-2,-5,-2,-8,-5,"Male","Canada",-5,"northAmerica"
"20-35",-5,-3,-5,3,0,-1,1,"Female","South Africa",-1,"southAfrica"
"35-50",2,2,2,0,-3,0,1,"Female","South Africa",-1,"southAfrica"
"<20",-3,-4,0,-4,-3,5,3,"Female","South Africa",-1,"southAfrica"
NA,-8,0,0,-3,-5,0,0,"Female","South Africa",0,"southAfrica"
"<20",7,0,-2,0,1,4,4,"Female","South Africa",2,"southAfrica"
"20-35",-38,-7,-7,-9,-8,-5,-2,"Male","South Africa",-4,"southAfrica"
"20-35",-10,0,0,-4,-3,-2,-1,"Female","South Africa",0,"southAfrica"
"35-50",-17,-6,-6,-3,-1,1,-2,"Male","South Africa",0,"southAfrica"
"<20",-14,-4,-1,-2,1,-5,-3,"Female","South Africa",1,"southAfrica"
"35-50",-2,-1,-2,0,0,-3,4,"Female","South Africa",-1,"southAfrica"
"35-50",-8,0,-4,-2,-2,4,-4,"Male","United Kingdom",-3,"UKireland"
"<20",-6,-3,-2,-2,-4,2,3,"Female","South Africa",-2,"southAfrica"
"20-35",-26,-2,-6,-4,-6,-3,-5,"Female","South Africa",-3,"southAfrica"
"20-35",-2,0,-3,1,2,-2,0,"Male","South Africa",-1,"southAfrica"
NA,-14,-2,-3,0,-5,-3,-1,"Female","South Africa",-2,"southAfrica"
"20-35",-23,-7,-5,-4,1,-1,-7,"Female","South Africa",-1,"southAfrica"
"35-50",-9,-4,-3,-1,-4,2,1,"Female","South Africa",-3,"southAfrica"
"50+",18,1,1,2,4,3,7,"Male","South Africa",2,"southAfrica"
"<20",-10,-2,-4,-7,-1,6,-2,"Female","South Africa",0,"southAfrica"
"35-50",19,2,2,5,3,3,4,"Male","South Africa",0,"southAfrica"
"35-50",11,4,3,0,1,1,2,"Male","South Africa",0,"southAfrica"
"50+",5,1,-5,7,0,2,0,"Male","South Africa",0,"southAfrica"
"35-50",1,-3,-1,-4,-3,8,4,"Male","South Africa",-3,"southAfrica"
"35-50",22,0,6,6,0,4,6,"Male","South Africa",-1,"southAfrica"
"<20",-17,-2,-4,-2,-4,-2,-3,"Female","United Kingdom",0,"UKireland"
"20-35",1,0,-1,4,0,-2,0,"Female","South Africa",2,"southAfrica"
"20-35",13,-1,7,1,-4,3,7,"Male","South Africa",-2,"southAfrica"
"35-50",-14,-2,-9,1,-1,1,-4,"Female","South Africa",-3,"southAfrica"
NA,3,1,-3,3,3,0,-1,"Female","South Africa",1,"southAfrica"
"20-35",-10,-1,-5,-3,-2,-2,3,"Female","South Africa",-1,"southAfrica"
"20-35",-11,1,-5,-7,-2,5,-3,"Female","South Africa",0,"southAfrica"
"20-35",-1,-2,-5,6,1,1,-2,"Female","South Africa",0,"southAfrica"
"<20",3,-3,1,3,-3,3,2,"Other","South Africa",-3,"southAfrica"
"35-50",-6,-1,-4,-2,-2,4,-1,"Female","South Africa",-3,"southAfrica"
"50+",4,-1,-3,3,3,2,0,"Female","South Africa",2,"southAfrica"
"50+",15,4,2,3,4,-1,3,"Female","South Africa",6,"southAfrica"
NA,1,1,1,-2,-2,3,0,"Male","South Africa",-3,"southAfrica"
"35-50",-17,-1,-8,2,-4,1,-7,"Male","South Africa",-2,"southAfrica"
"35-50",-24,-7,-6,-2,-8,3,-4,"Female","South Africa",-3,"southAfrica"
"35-50",-24,-7,-5,-5,-2,-2,-3,"Female","South Africa",-2,"southAfrica"
"20-35",-3,-2,3,0,-3,-1,0,"Female","South Africa",-1,"southAfrica"
NA,-11,-4,-2,1,-1,-3,-2,"notSay","United States",-2,"northAmerica"
"35-50",-9,-2,-10,-1,-2,2,4,"Female","South Africa",-3,"southAfrica"
"35-50",-19,-3,-7,-4,1,-3,-3,"Female","South Africa",0,"southAfrica"
"20-35",15,3,4,4,1,-3,6,"Female","South Africa",0,"southAfrica"
"35-50",-3,-3,-2,-6,4,-2,6,"Male","South Africa",2,"southAfrica"
"35-50",24,5,3,9,2,2,3,"Female","South Africa",0,"southAfrica"
"20-35",-40,-4,-6,-8,-6,-8,-8,"Male","South Africa",-3,"southAfrica"
"50+",16,2,1,8,5,-1,1,"Female","South Africa",2,"southAfrica"
"50+",-10,-1,-2,0,-2,0,-5,"Female","Australia",-1,"AustrNZ"
NA,-5,0,-3,1,0,-4,1,"Female","South Africa",1,"southAfrica"
"35-50",13,0,-1,3,3,4,4,"Male","South Africa",2,"southAfrica"
"35-50",-6,-7,-1,6,1,-3,-2,"Female","South Africa",2,"southAfrica"
"20-35",-25,-4,-8,-4,1,-2,-8,"Female","United States",1,"northAmerica"
"<20",-16,-5,-1,-4,-1,-2,-3,"Female","South Africa",2,"southAfrica"
"<20",-4,1,-5,0,-3,3,0,"Male","South Africa",-3,"southAfrica"
"20-35",-2,-6,0,2,3,0,-1,"Female","South Africa",2,"southAfrica"
"<20",2,1,-1,1,1,-2,2,"Female","South Africa",3,"southAfrica"
"<20",-15,-3,-4,-2,1,-5,-2,"Male","Australia",1,"AustrNZ"
"20-35",2,-4,1,-2,-1,6,2,"Female","South Africa",-1,"southAfrica"
"50+",-23,-3,-6,0,-3,-6,-5,"Female","South Africa",-3,"southAfrica"
"35-50",5,3,-4,2,3,-1,2,"Male","Canada",1,"northAmerica"
"50+",-5,0,-3,-1,4,-6,1,"Female","South Africa",2,"southAfrica"
"20-35",-5,-1,0,-1,-1,-1,-1,"Male","Australia",-1,"AustrNZ"
"<20",8,5,2,-6,2,3,2,"Female","South Africa",1,"southAfrica"
"<20",-10,4,3,-8,-4,-1,-4,"Female","South Africa",-2,"southAfrica"
"20-35",-2,-3,-3,-1,-2,3,4,"Male","South Africa",-3,"southAfrica"
"20-35",-12,1,-4,-5,-2,-1,-1,"Female","South Africa",0,"southAfrica"
"20-35",-2,-4,-2,1,4,-1,0,"Female","South Africa",3,"southAfrica"
"20-35",-37,-7,-6,-7,-8,-5,-4,"Female","South Africa",-4,"southAfrica"
"<20",10,-2,1,-1,0,8,4,"Female","South Africa",2,"southAfrica"
"<20",-9,-3,0,-5,1,1,-3,"Female","South Africa",0,"southAfrica"
"35-50",-8,-1,-6,1,0,0,-2,"Female","South Africa",0,"southAfrica"
"20-35",4,2,5,1,-5,0,1,"Male","South Africa",-4,"southAfrica"
"35-50",-18,-4,-4,-1,-1,-1,-7,"Male","South Africa",-3,"southAfrica"
"<20",-15,-3,1,-5,-2,-1,-5,"Female","South Africa",2,"southAfrica"
"<20",-16,-1,-5,-5,-1,-1,-3,"notSay","Australia",0,"AustrNZ"
"<20",-32,-6,-6,-9,-8,1,-4,"Female","South Africa",-3,"southAfrica"
"35-50",2,-2,-1,4,-3,1,3,"Female","South Africa",-2,"southAfrica"
"35-50",-33,-6,-8,-4,-3,-7,-5,"Female","South Africa",1,"southAfrica"
"20-35",7,1,3,2,1,-1,1,"Male","South Africa",1,"southAfrica"
"20-35",-4,-1,0,3,-2,-5,1,"Female","South Africa",0,"southAfrica"
"35-50",-11,0,-5,-2,-3,0,-1,"Female","South Africa",-1,"southAfrica"
"50+",-20,0,-7,-2,-4,-4,-3,"Female","South Africa",-3,"southAfrica"
"35-50",4,-3,-4,7,0,0,4,"Female","Denmark",-2,"Other"
"20-35",-7,-3,-1,-1,0,-1,-1,"Male","South Africa",1,"southAfrica"
"50+",-26,-4,-7,-3,-2,-6,-4,"Female","South Africa",0,"southAfrica"
"35-50",3,0,1,1,-2,0,3,"Male","South Africa",0,"southAfrica"
"20-35",7,0,7,-2,2,3,-3,"Male","South Africa",5,"southAfrica"
"50+",-5,-3,0,-2,-1,1,0,"Male","South Africa",-1,"southAfrica"
"35-50",-2,-7,-1,5,3,-4,2,"Female","United States",1,"northAmerica"
"<20",-4,0,-2,3,-2,0,-3,"Male","Australia",0,"AustrNZ"
"20-35",15,5,3,-1,0,3,5,"Male","South Africa",-1,"southAfrica"
"<20",8,4,1,4,-3,2,0,"Male","South Africa",-1,"southAfrica"
"35-50",7,1,1,2,1,1,1,"Male","South Africa",2,"southAfrica"
"20-35",-22,-3,-3,-5,-4,-5,-2,"Female","South Africa",0,"southAfrica"
"20-35",-15,-7,-6,-2,2,6,-8,"Female","South Africa",1,"southAfrica"
"35-50",-41,-6,-8,-4,-10,-5,-8,"Female","United Kingdom",-5,"UKireland"
"35-50",-2,1,-2,4,1,-5,-1,"Female","South Africa",2,"southAfrica"
"20-35",-7,0,-3,-3,0,1,-2,"Female","South Africa",-2,"southAfrica"
"35-50",-23,-2,-7,-7,-3,1,-5,"Female","South Africa",-1,"southAfrica"
"35-50",-9,3,-5,-3,-3,0,-1,"Female","South Africa",-1,"southAfrica"
"35-50",-23,-2,-4,-4,-4,-2,-7,"Male","South Africa",-3,"southAfrica"
"20-35",-12,-3,-4,-3,0,-3,1,"Female","South Africa",0,"southAfrica"
"50+",3,0,0,2,1,2,-2,"Female","South Africa",0,"southAfrica"
"50+",-1,1,-5,-5,0,7,1,"Female","Australia",1,"AustrNZ"
"35-50",-18,-6,-4,1,-1,-4,-4,"Female","Australia",-1,"AustrNZ"
"20-35",-27,-6,-6,-4,-5,0,-6,"Female","South Africa",-3,"southAfrica"
"20-35",-12,1,-1,-3,0,-4,-5,"Male","South Africa",4,"southAfrica"
"50+",-4,-1,-2,-1,-1,1,0,"Female","South Africa",-2,"southAfrica"
"35-50",-15,0,-3,-5,2,-5,-4,"Female","South Africa",1,"southAfrica"
"<20",-18,0,-6,-5,-2,-3,-2,"Female","South Africa",1,"southAfrica"
"20-35",-19,-5,-2,-7,-4,2,-3,"Female","South Africa",-4,"southAfrica"
"<20",-30,-1,-8,-4,-8,-5,-4,"Female","South Africa",-4,"southAfrica"
"<20",-34,-8,-5,-7,-5,-6,-3,"Female","South Africa",-2,"southAfrica"
"<20",19,0,4,1,1,6,7,"Male","South Africa",0,"southAfrica"
"<20",8,1,-1,5,2,1,0,"Male","South Africa",3,"southAfrica"
"20-35",-6,-1,-3,2,0,-4,0,"Female","South Africa",1,"southAfrica"
"50+",12,3,-1,7,1,-2,4,"Female","United States",-1,"northAmerica"
"35-50",1,3,-2,1,1,-6,4,"Female","Australia",1,"AustrNZ"
"20-35",9,0,1,-3,4,6,1,"Female","South Africa",2,"southAfrica"
"20-35",1,-1,-1,-2,-4,5,4,"Female","South Africa",-3,"southAfrica"
"20-35",-17,-1,-4,-5,-4,0,-3,"Female","South Africa",-4,"southAfrica"
"35-50",-4,-1,0,-3,-1,1,0,"Male","South Africa",0,"southAfrica"
"50+",-15,-1,-9,-4,-3,2,0,"Female","South Africa",-4,"southAfrica"
"50+",6,0,0,6,-1,-3,4,"Male","South Africa",0,"southAfrica"
"35-50",-20,-1,-7,-2,-5,-3,-2,"Female","South Africa",-2,"southAfrica"
"35-50",-17,-2,-5,-3,-1,-2,-4,"Female","South Africa",-2,"southAfrica"
"50+",-8,-1,-4,1,-2,-3,1,"Female","South Africa",-1,"southAfrica"
"35-50",-11,-3,-7,0,5,-5,-1,"Female","South Africa",3,"southAfrica"
"<20",13,1,0,5,1,3,3,"Female","South Africa",0,"southAfrica"
"<20",-26,-4,-6,-2,-7,-3,-4,"Female","South Africa",-2,"southAfrica"
"<20",-35,-7,-6,-8,-4,-7,-3,"Female","South Africa",0,"southAfrica"
"20-35",1,0,-5,0,5,-3,4,"Female","South Africa",4,"southAfrica"
"20-35",-22,-4,-6,-6,-4,0,-2,"Female","South Africa",0,"southAfrica"
"20-35",-8,-3,-5,-3,4,0,-1,"Female","South Africa",3,"southAfrica"
"<20",14,3,2,4,-2,3,4,"Male","South Africa",-1,"southAfrica"
"35-50",-16,-4,-6,1,0,-4,-3,"Female","United Kingdom",-3,"UKireland"
"20-35",9,2,6,0,3,-2,0,"Female","South Africa",1,"southAfrica"
NA,-39,-9,-10,-5,-3,-5,-7,"Male","South Africa",-3,"southAfrica"
"<20",14,1,0,1,3,4,5,"Female","United Kingdom",1,"UKireland"
"35-50",-16,-1,0,-4,-3,-6,-2,"Female","South Africa",-2,"southAfrica"
NA,10,-1,0,6,3,0,2,"Male","Australia",1,"AustrNZ"
"35-50",-8,-3,-9,4,1,0,-1,"Female","South Africa",1,"southAfrica"
"50+",-29,-1,-7,-6,-5,-5,-5,"Female","South Africa",-3,"southAfrica"
"35-50",-14,-1,-6,-2,-2,-3,0,"Female","South Africa",1,"southAfrica"
"35-50",17,1,1,6,2,2,5,"Female","South Africa",1,"southAfrica"
